Construct,Activator type,EPCAM_toxicity_score,CXCR4_toxicity_score,Toxicity_score_average
A13_A12,Bipartite,0.2914572833892994,0.5349258671047408,0.4131915752470201
A13_A13,Bipartite,0.5907551594499276,-0.1571493069034414,0.2168029262732431
A13_A14,Bipartite,0.1540016646635602,-0.1020010836231489,0.026000290520205645
A13_A15,Bipartite,0.7648411739401391,0.766648277036003,0.765744725488071
A13_A16,Bipartite,0.1722945592419147,-0.4081537135414027,-0.11792957714974399
A13_A17,Bipartite,0.4742418250863178,0.4742148172798846,0.4742283211831012
A13_A18,Bipartite,-0.1908914476665917,-0.3166011005214765,-0.2537462740940341
A13_A19,Bipartite,-0.0698948247027387,-0.1747146962489929,-0.1223047604758658
A13_A20,Bipartite,-0.0353358436215889,-0.1775639135940354,-0.10644987860781215
A13_A21,Bipartite,0.6555858443084619,0.5043347764702828,0.5799603103893723
A13_A22,Bipartite,0.309053529035462,-0.0497279888345206,0.1296627701004707
A13_A23,Bipartite,-0.203470088658657,0.1769934555593753,-0.01323831654964086
